netflix_id,imdb_id,year,title,summary_text,director,actor_1,actor_2,actor_3,genre_1,genre_2,genre_3,summary_text_new,descriptor_1,descriptor_2,descriptor_3
1615.0,tt0112346,1995,The American President,"Comedy-drama about a widowed U.S. President and a lobbyist who fall in love. It's all above-board, but ""politics is perception"", and sparks fly anyway.",Rob Reiner,Michael Douglas,Annette Bening,Martin Sheen,Comedy,Drama,Romance,comedy drama about a widowed u s president and a lobbyist who fall in love it s all above board but politics is perception and sparks fly anyway ,sparks,politics,lobbyist
788.0,tt0109445,1994,Clerks,"A day in the lives of two convenience clerks named Dante and Randal as they annoy customers, discuss movies, and play hockey on the store roof.",Kevin Smith,Brian O'Halloran,Jeff Anderson,Marilyn Ghigliotti,Comedy,,nan,a day in the lives of two convenience clerks named dante and randal as they annoy customers discuss movies and play hockey on the store roof ,roof,randal,discuss
1719.0,tt0362270,2004,The Life Aquatic with Steve Zissou,"With a plan to exact revenge on a mythical shark that killed his partner, Oceanographer Steve Zissou rallies a crew that includes his estranged wife, a journalist, and a man who may or may not be his son.",Wes Anderson,Bill Murray,Owen Wilson,Anjelica Huston,Action,Adventure,Comedy,with a plan to exact revenge on a mythical shark that killed his partner oceanographer steve zissou rallies a crew that includes his estranged wife a journalist and a man who may or may not be his son ,zissou,steve,rallies
3433.0,tt0104291,1992,Forever Young,"During a cryogenics test, a pilot frozen in 1939 awakes in 1992 but time is running out, as his body starts to age rapidly.",Steve Miner,Mel Gibson,Jamie Lee Curtis,Elijah Wood,Drama,Romance,Sci-Fi,during a cryogenics test a pilot frozen in awakes in but time is running out as his body starts to age rapidly ,pilot,cryogenics,body
1810.0,tt0120873,1998,U.S. Marshals,"U.S. Marshal Samuel Gerard and his team of Marshals are assigned to track down Sheridan, who has been accused of a double-murder.",Stuart Baird,Tommy Lee Jones,Wesley Snipes,Robert Downey Jr.,Action,Crime,Thriller,u s marshal samuel gerard and his team of marshals are assigned to track down sheridan who has been accused of a double murder ,sheridan,samuel,marshals
482.0,tt0120679,2002,Frida,"A biography of artist Frida Kahlo, who channeled the pain of a crippling injury and her tempestuous marriage into her work.",Julie Taymor,Salma Hayek,Alfred Molina,Geoffrey Rush,Biography,Drama,Romance,a biography of artist frida kahlo who channeled the pain of a crippling injury and her tempestuous marriage into her work ,tempestuous,pain,kahlo
4315.0,tt0385267,2004,In Good Company,A middle-aged ad exec is faced with a new boss who's nearly half his age... and who also happens to be sleeping with his daughter.,Paul Weitz,Dennis Quaid,Topher Grace,Scarlett Johansson,Comedy,Drama,Romance,a middle aged ad exec is faced with a new boss who s nearly half his age and who also happens to be sleeping with his daughter ,sleeping,nearly,happens
1975.0,tt0164052,2000,Hollow Man,"When the leader of a team of scientists volunteers to be the test subject for their experiment in human invisibility, he slowly unravels and turns against them, with horrific consequences.",Paul Verhoeven,Kevin Bacon,Elisabeth Shue,Josh Brolin,Action,Horror,Sci-Fi,when the leader of a team of scientists volunteers to be the test subject for their experiment in human invisibility he slowly unravels and turns against them with horrific consequences ,volunteers,unravels,subject
4302.0,tt0084434,1982,An Officer and a Gentleman,"A young man must complete his work at a Navy Officer Candidate School to become an aviator, with the help of a tough Gunnery Sergeant and his new girlfriend.",Taylor Hackford,Richard Gere,Debra Winger,David Keith,Drama,Romance,,a young man must complete his work at a navy officer candidate school to become an aviator with the help of a tough gunnery sergeant and his new girlfriend ,sergeant,gunnery,candidate
3864.0,tt0372784,2005,Batman Begins,"After training with his mentor, Batman begins his fight to free crime-ridden Gotham City from corruption.",Christopher Nolan,Christian Bale,Michael Caine,Ken Watanabe,Action,Adventure,,after training with his mentor batman begins his fight to free crime ridden gotham city from corruption ,gotham,batman,training
2470.0,tt0105793,1992,Wayne's World,Two slacker friends try to promote their public-access cable show.,Penelope Spheeris,Mike Myers,Dana Carvey,Rob Lowe,Comedy,Music,,two slacker friends try to promote their public access cable show ,slacker,promote,cable
2465.0,tt0088258,1984,This Is Spinal Tap,"Spinal Tap, one of England's loudest bands, is chronicled by film director Marty DiBergi on what proves to be a fateful tour.",Rob Reiner,Rob Reiner,Michael McKean,Christopher Guest,Comedy,Music,,spinal tap one of england s loudest bands is chronicled by film director marty dibergi on what proves to be a fateful tour ,tour,tap,spinal
1650.0,tt0080319,1980,Nine to Five,"Three female employees of a sexist, egotistical, lying, hypocritical bigot find a way to turn the tables on him.",Colin Higgins,Jane Fonda,Lily Tomlin,Dolly Parton,Comedy,,nan,three female employees of a sexist egotistical lying hypocritical bigot find a way to turn the tables on him ,tables,sexist,lying
4227.0,tt0119164,1997,The Full Monty,"Six unemployed steel workers form a male striptease act. The women cheer them on to go for ""the full monty"" - total nudity.",Peter Cattaneo,Robert Carlyle,Tom Wilkinson,Mark Addy,Comedy,Drama,,six unemployed steel workers form a male striptease act the women cheer them on to go for the full monty total nudity ,total,striptease,steel
4056.0,tt0133152,2001,Planet of the Apes,"In 2029, an Air Force astronaut crash-lands on a mysterious planet where evolved, talking apes dominate a race of primitive humans.",Tim Burton,Mark Wahlberg,Helena Bonham Carter,Tim Roth,Action,Adventure,Sci-Fi,in an air force astronaut crash lands on a mysterious planet where evolved talking apes dominate a race of primitive humans ,talking,primitive,lands
2617.0,tt0288477,2002,Ghost Ship,"A salvage crew discovers a long-lost 1962 passenger ship floating lifeless in a remote region of the Bering Sea, and soon notices that its long-dead inhabitants may still be on board.",Steve Beck,Julianna Margulies,Gabriel Byrne,Ron Eldard,Horror,,nan,a salvage crew discovers a long lost passenger ship floating lifeless in a remote region of the bering sea and soon notices that its long dead inhabitants may still be on board ,long,ship,sea
3782.0,tt0099582,1990,Flatliners,"Five medical students experiment with ""near death"" experiences, until the dark consequences of past tragedies begin to jeopardize their lives.",Joel Schumacher,Kiefer Sutherland,Kevin Bacon,Julia Roberts,Drama,Horror,Sci-Fi,five medical students experiment with near death experiences until the dark consequences of past tragedies begin to jeopardize their lives ,tragedies,near,jeopardize
2699.0,tt0338188,2003,The Missing,"In 1885 New Mexico, a frontier medicine woman forms an uneasy alliance with her estranged father when her daughter is kidnapped by an Apache brujo.",Ron Howard,Tommy Lee Jones,Cate Blanchett,Evan Rachel Wood,Adventure,Thriller,Western,in new mexico a frontier medicine woman forms an uneasy alliance with her estranged father when her daughter is kidnapped by an apache brujo ,uneasy,medicine,frontier
2209.0,tt0082846,1981,On Golden Pond,"Norman is a curmudgeon with an estranged relationship with his daughter Chelsea. At Golden Pond, he and his wife nevertheless agree to care for Billy, the son of Chelsea's new boyfriend, and a most unexpected relationship blooms.",Mark Rydell,Katharine Hepburn,Henry Fonda,Jane Fonda,Drama,,nan,norman is a curmudgeon with an estranged relationship with his daughter chelsea at golden pond he and his wife nevertheless agree to care for billy the son of chelsea s new boyfriend and a most unexpected relationship blooms ,chelsea,relationship,pond
3713.0,tt0387564,2004,Saw,"Two strangers, who awaken in a room with no recollection of how they got there, soon discover they're pawns in a deadly game perpetrated by a notorious serial killer.",James Wan,Cary Elwes,Leigh Whannell,Danny Glover,Crime,Horror,Mystery,two strangers who awaken in a room with no recollection of how they got there soon discover they re pawns in a deadly game perpetrated by a notorious serial killer ,recollection,perpetrated,pawns
4262.0,tt0162661,1999,Sleepy Hollow,"Ichabod Crane is sent to Sleepy Hollow to investigate the decapitations of three people, with the culprit being the legendary apparition, The Headless Horseman.",Tim Burton,Johnny Depp,Christina Ricci,Miranda Richardson,Fantasy,Horror,Mystery,ichabod crane is sent to sleepy hollow to investigate the decapitations of three people with the culprit being the legendary apparition the headless horseman ,sleepy,ichabod,horseman
406.0,tt0340163,2005,Hostage,"When a family is held hostage, former hostage negotiator Jeff Talley arrives at the scene. Talley's own family is kidnapped and Talley must decide which is more important: saving a family he doesn't even know or saving his own family.",Florent-Emilio Siri,Bruce Willis,Kevin Pollak,Serena Scott Thomas,Action,Crime,Drama,when a family is held hostage former hostage negotiator jeff talley arrives at the scene talley s own family is kidnapped and talley must decide which is more important saving a family he doesn t even know or saving his own family ,talley,family,saving
1843.0,tt0109254,1994,Beverly Hills Cop III,"Axel Foley, while investigating a car theft ring, comes across something much bigger than that: the same men who shot his boss are running a counterfeit money ring out of a theme park in Los Angeles.",John Landis,Eddie Murphy,Jon Tenney,Joey Travolta,Action,Comedy,Crime,axel foley while investigating a car theft ring comes across something much bigger than that the same men who shot his boss are running a counterfeit money ring out of a theme park in los angeles ,ring,theft,foley
2953.0,tt0093565,1987,Moonstruck,"Loretta Castorini, a bookkeeper from Brooklyn, New York, finds herself in a difficult situation when she falls for the brother of the man she has agreed to marry.",Norman Jewison,Cher,Nicolas Cage,Olympia Dukakis,Comedy,Drama,Romance,loretta castorini a bookkeeper from brooklyn new york finds herself in a difficult situation when she falls for the brother of the man she has agreed to marry ,situation,marry,loretta
331.0,tt0118842,1997,Chasing Amy,"Holden and Banky are comic book artists. Everything's going good for them until they meet Alyssa, also a comic book artist. Holden falls for her, but his hopes are crushed when he finds out she's a lesbian.",Kevin Smith,Ben Affleck,Joey Lauren Adams,Ethan Suplee,Comedy,Drama,Romance,holden and banky are comic book artists everything s going good for them until they meet alyssa also a comic book artist holden falls for her but his hopes are crushed when he finds out she s a lesbian ,holden,comic,book
3463.0,tt0147800,1999,10 Things I Hate About You,"A pretty, popular teenager can't go out on a date until her ill-tempered older sister does.",Gil Junger,Heath Ledger,Julia Stiles,Joseph Gordon-Levitt,Comedy,Drama,Romance,a pretty popular teenager can t go out on a date until her ill tempered older sister does ,tempered,pretty,popular
4216.0,tt0163025,2001,Jurassic Park III,"A decidedly odd couple with ulterior motives convince Dr. Grant to go to Isla Sorna for a holiday, but their unexpected landing startles the island's new inhabitants.",Joe Johnston,Sam Neill,William H. Macy,Téa Leoni,Action,Adventure,Sci-Fi,a decidedly odd couple with ulterior motives convince dr grant to go to isla sorna for a holiday but their unexpected landing startles the island s new inhabitants ,ulterior,startles,sorna
4141.0,tt0184894,2000,Shanghai Noon,"A Chinese man travels to the Wild West to rescue a kidnapped Princess. After teaming up with a train robber, the unlikely duo takes on a Chinese traitor and his corrupt boss.",Tom Dey,Jackie Chan,Owen Wilson,Lucy Liu,Action,Adventure,Comedy,a chinese man travels to the wild west to rescue a kidnapped princess after teaming up with a train robber the unlikely duo takes on a chinese traitor and his corrupt boss ,chinese,wild,traitor
2128.0,tt0108002,1993,Rudy,Rudy has always been told that he was too small to play college football. But he is determined to overcome the odds and fulfill his dream of playing for Notre Dame.,David Anspaugh,Sean Astin,Jon Favreau,Ned Beatty,Biography,Drama,Sport,rudy has always been told that he was too small to play college football but he is determined to overcome the odds and fulfill his dream of playing for notre dame ,told,rudy,playing
2992.0,tt0327850,2003,The Rundown,A tough aspiring chef is hired to bring home a mobster's son from the Amazon but becomes involved in the fight against an oppressive town operator and the search for a legendary treasure.,Peter Berg,Dwayne Johnson,Seann William Scott,Christopher Walken,Action,Adventure,Comedy,a tough aspiring chef is hired to bring home a mobster s son from the amazon but becomes involved in the fight against an oppressive town operator and the search for a legendary treasure ,oppressive,operator,mobster
658.0,tt0102798,1991,Robin Hood: Prince of Thieves,"When Robin and his Moorish companion come to England and the tyranny of the Sheriff of Nottingham, he decides to fight back as an outlaw.",Kevin Reynolds,Kevin Costner,Morgan Freeman,Mary Elizabeth Mastrantonio,Action,Adventure,Drama,when robin and his moorish companion come to england and the tyranny of the sheriff of nottingham he decides to fight back as an outlaw ,tyranny,robin,outlaw
3418.0,tt0108147,1993,Sister Act 2: Back in the Habit,Showgirl Deloris Van Cartier returns as Sister Mary Clarence to teach music to a group of Catholic students whose run-down school is slated for closure.,Bill Duke,Whoopi Goldberg,Kathy Najimy,Maggie Smith,Comedy,Family,Music,showgirl deloris van cartier returns as sister mary clarence to teach music to a group of catholic students whose run down school is slated for closure ,slated,showgirl,deloris
241.0,tt0053125,1959,North by Northwest,A New York City advertising executive goes on the run after being mistaken for a government agent by a group of foreign spies.,Alfred Hitchcock,Cary Grant,Eva Marie Saint,James Mason,Adventure,Mystery,Thriller,a new york city advertising executive goes on the run after being mistaken for a government agent by a group of foreign spies ,spies,advertising,mistaken
1590.0,tt0264796,2001,Life as a House,"When a man is diagnosed with terminal cancer, he takes custody of his misanthropic teenage son, for whom quality time means getting high, engaging in small-time prostitution, and avoiding his father.",Irwin Winkler,Hayden Christensen,Kevin Kline,Kristin Scott Thomas,Drama,,nan,when a man is diagnosed with terminal cancer he takes custody of his misanthropic teenage son for whom quality time means getting high engaging in small time prostitution and avoiding his father ,time,terminal,quality
2395.0,tt0117571,1996,Scream,"A year after the murder of her mother, a teenage girl is terrorized by a new killer, who targets the girl and her friends by using horror films as part of a deadly game.",Wes Craven,Neve Campbell,Courteney Cox,David Arquette,Horror,Mystery,,a year after the murder of her mother a teenage girl is terrorized by a new killer who targets the girl and her friends by using horror films as part of a deadly game ,girl,targets,horror
3138.0,tt0359013,2004,Blade: Trinity,"Blade, now a wanted man by the FBI, must join forces with the Nightstalkers to face his most challenging enemy yet: Dracula.",David S. Goyer,Wesley Snipes,Kris Kristofferson,Parker Posey,Action,Horror,Sci-Fi,blade now a wanted man by the fbi must join forces with the nightstalkers to face his most challenging enemy yet dracula ,wanted,nightstalkers,join
3684.0,tt0058150,1964,Goldfinger,"While investigating a gold magnate's smuggling, James Bond uncovers a plot to contaminate the Fort Knox gold reserve.",Guy Hamilton,Sean Connery,Gert Fröbe,Honor Blackman,Action,Adventure,Thriller,while investigating a gold magnate s smuggling james bond uncovers a plot to contaminate the fort knox gold reserve ,gold,smuggling,reserve
3966.0,tt0390022,2004,Friday Night Lights,"Based on H.G. Bissinger's book, which profiled the economically depressed town of Odessa, Texas and their heroic high school football team, The Permian High Panthers.",Peter Berg,Billy Bob Thornton,Jay Hernandez,Derek Luke,Action,Drama,Sport,based on h g bissinger s book which profiled the economically depressed town of odessa texas and their heroic high school football team the permian high panthers ,high,profiled,permian
1267.0,tt0240462,2001,Dr. Dolittle 2,Dolittle must save a forest and a bear's life.,Steve Carr,Eddie Murphy,Cedric the Entertainer,Kristen Wilson,Comedy,Family,Fantasy,dolittle must save a forest and a bear s life ,forest,dolittle,bear
1659.0,tt0107050,1993,Grumpy Old Men,A lifelong feud between two neighbors since childhood only gets worse when a new female neighbor moves across the street.,Donald Petrie,Jack Lemmon,Walter Matthau,Ann-Margret,Comedy,Drama,Romance,a lifelong feud between two neighbors since childhood only gets worse when a new female neighbor moves across the street ,neighbor,lifelong,feud
2009.0,tt0134119,1999,The Talented Mr. Ripley,"In late 1950s New York, Tom Ripley, a young underachiever, is sent to Italy to retrieve Dickie Greenleaf, a rich and spoiled millionaire playboy. But when the errand fails, Ripley takes extreme measures.",Anthony Minghella,Matt Damon,Gwyneth Paltrow,Jude Law,Crime,Drama,Thriller,in late s new york tom ripley a young underachiever is sent to italy to retrieve dickie greenleaf a rich and spoiled millionaire playboy but when the errand fails ripley takes extreme measures ,ripley,underachiever,retrieve
1466.0,tt0064665,1969,Midnight Cowboy,"A naive hustler travels from Texas to New York City to seek personal fortune, finding a new friend in the process.",John Schlesinger,Dustin Hoffman,Jon Voight,Sylvia Miles,Drama,,nan,a naive hustler travels from texas to new york city to seek personal fortune finding a new friend in the process ,new,seek,process
4402.0,tt0087800,1984,A Nightmare on Elm Street,The monstrous spirit of a slain janitor seeks revenge by invading the dreams of teenagers whose parents were responsible for his untimely death.,Wes Craven,Heather Langenkamp,Johnny Depp,Robert Englund,Horror,,nan,the monstrous spirit of a slain janitor seeks revenge by invading the dreams of teenagers whose parents were responsible for his untimely death ,untimely,teenagers,slain
1571.0,tt0084516,1982,Poltergeist,A family's home is haunted by a host of demonic ghosts.,Tobe Hooper,JoBeth Williams,Heather O'Rourke,Craig T. Nelson,Horror,Thriller,,a family s home is haunted by a host of demonic ghosts ,ghosts,host,demonic
3936.0,tt0146675,1999,End of Days,"At the end of the century, Satan visits New York in search of a bride. It's up to an ex-cop who now runs an elite security outfit to stop him.",Peter Hyams,Arnold Schwarzenegger,Gabriel Byrne,Robin Tunney,Action,Fantasy,Horror,at the end of the century satan visits new york in search of a bride it s up to an ex cop who now runs an elite security outfit to stop him ,security,satan,runs
1046.0,tt0263757,2003,Uptown Girls,"A grown-up woman, who kept her childish instincts and behavior, starts working as a nanny of a 8-year-old girl, who actually acts like an adult. But in the end everything turns to its right places.",Boaz Yakin,Brittany Murphy,Dakota Fanning,Heather Locklear,Comedy,Drama,Romance,a grown up woman who kept her childish instincts and behavior starts working as a nanny of a year old girl who actually acts like an adult but in the end everything turns to its right places ,working,places,nanny
3730.0,tt0127536,1998,Elizabeth,The early years of the reign of Elizabeth I of England and her difficult task of learning what is necessary to be a monarch.,Shekhar Kapur,Cate Blanchett,Liz Giles,Rod Culbertson,Biography,Drama,History,the early years of the reign of elizabeth i of england and her difficult task of learning what is necessary to be a monarch ,task,reign,necessary
334.0,tt0395699,2005,The Pacifier,"Having recovered from wounds received in a failed rescue operation, Navy SEAL Shane Wolfe is handed a new assignment: Protect the five Plummer kids from enemies of their recently deceased father -- a government scientist whose top-secret experiment remains in the kids' house.",Adam Shankman,Vin Diesel,Brittany Snow,Max Thieriot,Action,Comedy,Drama,having recovered from wounds received in a failed rescue operation navy seal shane wolfe is handed a new assignment protect the five plummer kids from enemies of their recently deceased father a government scientist whose top secret experiment remains in the kids house ,kids,wounds,wolfe
28.0,tt0979785,2002,Lilo and Stitch,Add a Plot »,Art Spigel,Mike Johnson,Alyson Stoner,,Talk-Show,,nan,add a plot ,add,plot,
705.0,tt0097815,1989,Major League,"The new owner of the Cleveland Indians puts together a purposely horrible team so they'll lose and she can move the team. But when the plot is uncovered, they start winning just to spite her.",David S. Ward,Tom Berenger,Charlie Sheen,Corbin Bernsen,Comedy,Sport,,the new owner of the cleveland indians puts together a purposely horrible team so they ll lose and she can move the team but when the plot is uncovered they start winning just to spite her ,team,winning,uncovered
3798.0,tt0070735,1973,The Sting,Two grifters team up to pull off the ultimate con.,George Roy Hill,Paul Newman,Robert Redford,Robert Shaw,Comedy,Crime,Drama,two grifters team up to pull off the ultimate con ,ultimate,pull,grifters
143.0,tt0119174,1997,The Game,"After a wealthy banker is given an opportunity to participate in a mysterious game, his life is turned upside down when he becomes unable to distinguish between the game and reality.",David Fincher,Michael Douglas,Deborah Kara Unger,Sean Penn,Drama,Mystery,Thriller,after a wealthy banker is given an opportunity to participate in a mysterious game his life is turned upside down when he becomes unable to distinguish between the game and reality ,game,upside,participate
2000.0,tt0109831,1994,Four Weddings and a Funeral,"Over the course of five social occasions, a committed bachelor must consider the notion that he may have discovered love.",Mike Newell,Hugh Grant,Andie MacDowell,James Fleet,Comedy,Drama,Romance,over the course of five social occasions a committed bachelor must consider the notion that he may have discovered love ,occasions,notion,discovered
963.0,tt0044081,1951,A Streetcar Named Desire,Disturbed Blanche DuBois moves in with her sister in New Orleans and is tormented by her brutish brother-in-law while her reality crumbles around her.,Elia Kazan,Vivien Leigh,Marlon Brando,Kim Hunter,Drama,,nan,disturbed blanche dubois moves in with her sister in new orleans and is tormented by her brutish brother in law while her reality crumbles around her ,tormented,dubois,disturbed
2594.0,tt0097778,1989,Look Who's Talking,"After a single, career-minded woman is left on her own to give birth to the child of a married man, she finds a new romantic chance in a cab driver. Meanwhile, the point-of-view of the newborn boy is narrated through voice-over.",Amy Heckerling,John Travolta,Kirstie Alley,Olympia Dukakis,Comedy,,nan,after a single career minded woman is left on her own to give birth to the child of a married man she finds a new romantic chance in a cab driver meanwhile the point of view of the newborn boy is narrated through voice over ,voice,view,point
443.0,tt0252444,2002,Rabbit-Proof Fence,"In 1931, three half-white, half-Aboriginal girls escape after being plucked from their houses to be trained as domestic staff, and set off on a journey across the Outback.",Phillip Noyce,Everlyn Sampi,Tianna Sansbury,Kenneth Branagh,Adventure,Biography,Drama,in three half white half aboriginal girls escape after being plucked from their houses to be trained as domestic staff and set off on a journey across the outback ,half,staff,plucked
3148.0,tt0116209,1996,The English Patient,"At the close of WWII, a young nurse tends to a badly-burned plane crash victim. His past is shown in flashbacks, revealing an involvement in a fateful love affair.",Anthony Minghella,Ralph Fiennes,Juliette Binoche,Willem Dafoe,Drama,Romance,War,at the close of wwii a young nurse tends to a badly burned plane crash victim his past is shown in flashbacks revealing an involvement in a fateful love affair ,wwii,tends,shown
2499.0,tt0265029,2001,America's Sweethearts,A movie publicist deals with the messy public split of his movie's co-stars while keeping reporters at bay while a reclusive director holds the film's print hostage.,Joe Roth,Julia Roberts,John Cusack,Billy Crystal,Comedy,Romance,,a movie publicist deals with the messy public split of his movie s co stars while keeping reporters at bay while a reclusive director holds the film s print hostage ,movie,stars,split
2960.0,tt0335245,2004,The Ladykillers,"An eccentric, if not charming Southern professor and his crew pose as a classical ensemble in order to rob a casino, all under the nose of his unsuspecting but sharp old landlady.",,Tom Hanks,Marlon Wayans,Irma P. Hall,Comedy,Crime,Thriller,an eccentric if not charming southern professor and his crew pose as a classical ensemble in order to rob a casino all under the nose of his unsuspecting but sharp old landlady ,unsuspecting,southern,sharp
1174.0,tt0108037,1993,The Sandlot,"In the summer of 1962, a new kid in town is taken under the wing of a young baseball prodigy and his rowdy team, resulting in many adventures.",David Mickey Evans,Tom Guiry,Mike Vitar,Art LaFleur,Comedy,Drama,Family,in the summer of a new kid in town is taken under the wing of a young baseball prodigy and his rowdy team resulting in many adventures ,wing,taken,rowdy
199.0,tt0077416,1978,The Deer Hunter,An in-depth examination of the ways in which the U.S. Vietnam War impacts and disrupts the lives of people in a small industrial town in Pennsylvania.,Michael Cimino,Robert De Niro,Christopher Walken,John Cazale,Drama,War,,an in depth examination of the ways in which the u s vietnam war impacts and disrupts the lives of people in a small industrial town in pennsylvania ,ways,pennsylvania,industrial
3579.0,tt0322259,2003,2 Fast 2 Furious,Former cop Brian O'Conner is called upon to bust a dangerous criminal and he recruits the help of a former childhood friend and street racer who has a chance to redeem himself.,John Singleton,Paul Walker,Tyrese Gibson,Cole Hauser,Action,Crime,Thriller,former cop brian o conner is called upon to bust a dangerous criminal and he recruits the help of a former childhood friend and street racer who has a chance to redeem himself ,redeem,recruits,racer
4369.0,tt0084522,1981,Porky's,"In 1954, a group of Florida high school students try to help their buddy lose his virginity, which leads them to seeking revenge on a sleazy nightclub owner and his redneck sheriff brother for harassing them.",Bob Clark,Dan Monahan,Mark Herrier,Wyatt Knight,Comedy,,nan,in a group of florida high school students try to help their buddy lose his virginity which leads them to seeking revenge on a sleazy nightclub owner and his redneck sheriff brother for harassing them ,virginity,sleazy,seeking
1305.0,tt0328538,2003,Thirteen,"A thirteen-year-old girl's relationship with her mother is put to the test as she discovers drugs, sex, and petty crime in the company of her cool but troubled best friend.",Catherine Hardwicke,Evan Rachel Wood,Holly Hunter,Nikki Reed,Drama,,nan,a thirteen year old girl s relationship with her mother is put to the test as she discovers drugs sex and petty crime in the company of her cool but troubled best friend ,thirteen,petty,drugs
2457.0,tt0356470,2004,A Cinderella Story,"Routinely exploited by her wicked stepmother, the downtrodden Sam Montgomery is excited about the prospect of meeting her Internet beau at the school's Halloween dance.",Mark Rosman,Hilary Duff,Chad Michael Murray,Jennifer Coolidge,Comedy,Family,Romance,routinely exploited by her wicked stepmother the downtrodden sam montgomery is excited about the prospect of meeting her internet beau at the school s halloween dance ,wicked,stepmother,sam
550.0,tt0113071,1995,First Knight,"Lancelot falls in love with Guinevere, who is due to be married to King Arthur. Meanwhile, a violent warlord tries to seize power from Arthur and his Knights of the Round Table.",Jerry Zucker,Sean Connery,Richard Gere,Julia Ormond,Action,Adventure,Romance,lancelot falls in love with guinevere who is due to be married to king arthur meanwhile a violent warlord tries to seize power from arthur and his knights of the round table ,arthur,warlord,table
4159.0,tt0303714,2002,Barbershop,A day in the life of a South Side Chicago barbershop.,Tim Story,Ice Cube,Cedric the Entertainer,Eve,Comedy,Drama,,a day in the life of a south side chicago barbershop ,barbershop,chicago,south
4135.0,tt0049408,1956,The King and I,A widow accepts a job as a live-in governess to the King of Siam's children.,Walter Lang,Yul Brynner,Deborah Kerr,Rita Moreno,Biography,Drama,Musical,a widow accepts a job as a live in governess to the king of siam s children ,siam,governess,live
4488.0,tt0185014,2000,Wonder Boys,"An English Professor tries to deal with his wife leaving him, the arrival of his editor who has been waiting for his book for seven years, and the various problems that his friends and associates involve him in.",Curtis Hanson,Michael Douglas,Tobey Maguire,Frances McDormand,Comedy,Drama,,an english professor tries to deal with his wife leaving him the arrival of his editor who has been waiting for his book for seven years and the various problems that his friends and associates involve him in ,waiting,problems,leaving
3315.0,tt0033870,1941,The Maltese Falcon,"A private detective takes on a case that involves him with three eccentric criminals, a gorgeous liar, and their quest for a priceless statuette.",John Huston,Humphrey Bogart,Mary Astor,Gladys George,Film-Noir,Mystery,,a private detective takes on a case that involves him with three eccentric criminals a gorgeous liar and their quest for a priceless statuette ,statuette,private,priceless
1289.0,tt0100050,1990,Look Who's Talking Too,"This time, a new baby is on the way, and it's a girl. Wrapped together with the standard conflict between mother and father, Mikey engages in a bit of sibling rivalry with his new sister.",Amy Heckerling,John Travolta,Kirstie Alley,Olympia Dukakis,Comedy,Family,Romance,this time a new baby is on the way and it s a girl wrapped together with the standard conflict between mother and father mikey engages in a bit of sibling rivalry with his new sister ,new,wrapped,standard
692.0,tt0104389,1992,The Hand that Rocks the Cradle,"After her humiliated husband kills himself, an embittered pregnant widow loses her child, and embarks on a mission of vengeance against a woman and her family.",Curtis Hanson,Annabella Sciorra,Rebecca De Mornay,Matt McCoy,Drama,Thriller,,after her humiliated husband kills himself an embittered pregnant widow loses her child and embarks on a mission of vengeance against a woman and her family ,humiliated,embittered,mission
1832.0,tt0063522,1968,Rosemary's Baby,"A young couple moves in to an apartment only to be surrounded by peculiar neighbors and occurrences. When the wife becomes mysteriously pregnant, paranoia over the safety of her unborn child begins to control her life.",Roman Polanski,Mia Farrow,John Cassavetes,Ruth Gordon,Drama,Horror,,a young couple moves in to an apartment only to be surrounded by peculiar neighbors and occurrences when the wife becomes mysteriously pregnant paranoia over the safety of her unborn child begins to control her life ,unborn,surrounded,paranoia
273.0,tt0316732,2004,Taxi,A mouthy and feisty taxicab driver has hot tips for a green and inept cop set on solving a string of New York City bank robberies committed by a quartet of female Brazilian bank robbers.,Tim Story,Queen Latifah,Jimmy Fallon,Gisele Bündchen,Action,Comedy,Crime,a mouthy and feisty taxicab driver has hot tips for a green and inept cop set on solving a string of new york city bank robberies committed by a quartet of female brazilian bank robbers ,bank,tips,taxicab
2192.0,tt0174856,1999,The Hurricane,"The story of Rubin ""Hurricane"" Carter, a boxer wrongly imprisoned for murder, and the people who aided in his fight to prove his innocence.",Norman Jewison,Denzel Washington,Vicellous Shannon,Deborah Kara Unger,Biography,Drama,Sport,the story of rubin hurricane carter a boxer wrongly imprisoned for murder and the people who aided in his fight to prove his innocence ,wrongly,rubin,hurricane
789.0,tt0101507,1991,Boyz N the Hood,"Follows the lives of three young males living in the Crenshaw ghetto of Los Angeles, dissecting questions of race, relationships, violence and future prospects.",John Singleton,Cuba Gooding Jr.,Laurence Fishburne,Hudhail Al-Amir,Crime,Drama,,follows the lives of three young males living in the crenshaw ghetto of los angeles dissecting questions of race relationships violence and future prospects ,questions,prospects,males
3824.0,tt0120669,1998,Fear and Loathing in Las Vegas,An oddball journalist and his psychopathic lawyer travel to Las Vegas for a series of psychedelic escapades.,Terry Gilliam,Johnny Depp,Benicio Del Toro,Tobey Maguire,Adventure,Comedy,Drama,an oddball journalist and his psychopathic lawyer travel to las vegas for a series of psychedelic escapades ,psychedelic,oddball,escapades
